id,城市,省份,年月,经度,纬度,舒适天数,空气质量指数,月最高温,月最低温,月平均温,东风频率,东风均速,南风频率,南风均速,西风频率,西风均速,北风频率,北风均速,东北风频率,东北风均速,东南风频率,东南风均速,西南风频率,西南风均速,西北风频率,西北风均速
128,丹东市,辽宁省,2024-08,124.37,40.13,31,28.19,33.00,19.00,26.71,32.26,2.90,70.97,2.18,51.61,1.56,29.03,1.78,6.45,2.00,25.81,3.12,35.48,1.64,16.13,1.40
129,丹东市,辽宁省,2024-09,124.37,40.13,15,32.60,32.00,9.00,21.78,53.33,2.44,40.00,1.58,6.67,1.00,56.67,2.65,30.00,3.00,23.33,1.71,3.33,1.00,0.00,0.00
130,丹东市,辽宁省,2024-10,124.37,40.13,0,44.32,23.00,2.00,13.05,35.48,2.27,38.71,1.75,25.81,2.25,51.61,2.69,9.68,3.67,22.58,1.86,6.45,1.50,19.35,2.50
131,丹东市,辽宁省,2024-11,124.37,40.13,0,55.27,22.00,-8.00,5.72,43.33,1.31,23.33,1.43,23.33,2.71,73.33,2.45,26.67,1.38,13.33,1.00,3.33,3.00,20.00,2.67
132,丽水市,浙江省,2023-12,119.92,28.45,0,83.00,24.00,-4.00,9.27,29.03,1.22,29.03,1.00,19.35,1.00,70.97,1.45,12.90,1.50,16.13,1.00,9.68,1.00,9.68,1.00
133,丽水市,浙江省,2024-01,119.92,28.45,0,69.06,25.00,-6.00,8.63,41.94,1.15,35.48,1.00,22.58,1.14,61.29,1.47,16.13,1.40,25.81,1.00,6.45,1.00,12.90,1.25
134,丽水市,浙江省,2024-02,119.92,28.45,0,38.17,29.00,0.00,9.16,37.93,1.18,20.69,1.33,10.34,1.00,72.41,1.38,17.24,1.00,17.24,1.40,3.45,1.00,3.45,1.00
135,丽水市,浙江省,2024-03,119.92,28.45,2,46.68,33.00,0.00,14.85,29.03,1.56,54.84,1.35,38.71,1.33,45.16,1.43,6.45,1.50,22.58,1.57,19.35,1.33,19.35,1.33
136,丽水市,浙江省,2024-04,119.92,28.45,15,33.97,33.00,12.00,20.73,53.33,1.31,56.67,1.29,26.67,1.12,36.67,1.09,13.33,1.25,33.33,1.40,20.00,1.17,6.67,1.00
137,丽水市,浙江省,2024-05,119.92,28.45,17,36.87,35.00,12.00,22.56,48.39,1.33,61.29,1.26,16.13,1.40,38.71,1.50,0.00,0.00,48.39,1.33,6.45,1.00,9.68,1.67
138,丽水市,浙江省,2024-06,119.92,28.45,25,26.03,37.00,15.00,24.78,46.67,1.07,66.67,1.10,40.00,1.17,33.33,1.10,13.33,1.25,33.33,1.00,26.67,1.25,13.33,1.00
139,丽水市,浙江省,2024-07,119.92,28.45,7,23.84,41.00,25.00,31.82,51.61,1.94,93.55,1.52,29.03,1.22,3.23,2.00,3.23,2.00,45.16,1.93,29.03,1.22,0.00,0.00
140,丽水市,浙江省,2024-08,119.92,28.45,11,31.00,42.00,24.00,31.98,67.74,1.14,70.97,1.18,22.58,1.14,22.58,1.00,19.35,1.00,45.16,1.21,19.35,1.17,3.23,1.00
141,丽水市,浙江省,2024-09,119.92,28.45,25,25.30,38.00,18.00,27.98,66.67,1.10,33.33,1.20,16.67,1.20,63.33,1.21,30.00,1.00,33.33,1.20,0.00,0.00,16.67,1.20
142,丽水市,浙江省,2024-10,119.92,28.45,13,36.00,33.00,12.00,20.10,16.13,1.00,16.13,1.00,12.90,1.00,83.87,1.35,6.45,1.00,9.68,1.00,3.23,1.00,9.68,1.00
143,丽水市,浙江省,2024-11,119.92,28.45,4,36.10,26.00,3.00,15.83,26.67,1.00,20.00,1.00,20.00,1.67,76.67,1.48,13.33,1.00,13.33,1.00,6.67,1.00,10.00,2.00
144,丽江市,云南省,2023-12,100.25,26.86,0,28.00,18.00,-3.00,8.11,3.23,1.00,96.77,1.67,90.32,1.75,0.00,0.00,0.00,0.00,3.23,1.00,87.10,1.74,0.00,0.00
145,丽江市,云南省,2024-01,100.25,26.86,0,34.29,16.00,-3.00,6.40,0.00,0.00,93.55,1.90,100.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,93.55,1.90,0.00,0.00
146,丽江市,云南省,2024-02,100.25,26.86,0,32.93,18.00,-4.00,8.55,3.45,1.00,89.66,2.54,93.10,2.67,0.00,0.00,0.00,0.00,3.45,1.00,82.76,2.62,0.00,0.00
147,丽江市,云南省,2024-03,100.25,26.86,0,33.55,23.00,3.00,13.10,0.00,0.00,67.74,2.57,93.55,2.69,0.00,0.00,0.00,0.00,0.00,0.00,61.29,2.63,0.00,0.00
148,丽江市,云南省,2024-04,100.25,26.86,0,40.93,26.00,8.00,15.72,0.00,0.00,60.00,2.33,100.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,2.33,0.00,0.00
149,丽江市,云南省,2024-05,100.25,26.86,0,33.81,28.00,8.00,17.00,9.68,1.67,87.10,2.00,74.19,2.13,0.00,0.00,0.00,0.00,6.45,2.00,64.52,2.10,0.00,0.00
150,丽江市,云南省,2024-06,100.25,26.86,0,24.17,28.00,14.00,19.93,16.67,1.20,93.33,1.64,70.00,1.76,0.00,0.00,0.00,0.00,13.33,1.25,66.67,1.80,0.00,0.00
151,丽江市,云南省,2024-07,100.25,26.86,3,20.03,27.00,13.00,19.98,12.90,1.00,96.77,1.47,67.74,1.57,3.23,1.00,3.23,1.00,9.68,1.00,67.74,1.57,0.00,0.00
152,丽江市,云南省,2024-08,100.25,26.86,0,27.32,29.00,11.00,19.50,54.84,1.00,83.87,1.12,25.81,1.38,12.90,1.00,6.45,1.00,45.16,1.00,19.35,1.50,6.45,1.00
153,丽江市,云南省,2024-09,100.25,26.86,0,24.43,28.00,12.00,18.15,66.67,1.00,86.67,1.12,20.00,1.33,6.67,1.00,6.67,1.00,56.67,1.00,20.00,1.33,0.00,0.00
154,丽江市,云南省,2024-10,100.25,26.86,0,23.42,23.00,7.00,14.94,25.81,1.25,96.77,1.37,64.52,1.40,0.00,0.00,0.00,0.00,22.58,1.14,64.52,1.40,0.00,0.00
155,丽江市,云南省,2024-11,100.25,26.86,0,26.87,21.00,-1.00,10.15,13.33,1.25,90.00,1.48,76.67,1.43,6.67,1.00,6.67,1.00,6.67,1.50,73.33,1.45,0.00,0.00
156,乌海市,内蒙古自治区,2023-12,106.82,39.67,0,70.00,14.00,-26.00,-6.26,16.13,1.40,45.16,2.00,61.29,3.21,45.16,2.71,9.68,1.00,6.45,2.00,22.58,2.14,29.03,3.56
157,乌海市,内蒙古自治区,2024-01,106.82,39.67,0,70.16,9.00,-24.00,-7.15,25.81,1.50,35.48,1.64,51.61,2.81,45.16,2.64,3.23,1.00,19.35,1.67,3.23,2.00,35.48,3.09
158,乌海市,内蒙古自治区,2024-02,106.82,39.67,0,89.24,16.00,-16.00,-3.78,31.03,1.89,48.28,1.93,58.62,2.47,48.28,2.71,10.34,2.33,20.69,1.67,17.24,1.60,37.93,2.82
159,乌海市,内蒙古自治区,2024-03,106.82,39.67,0,86.13,27.00,-12.00,5.90,16.13,3.20,45.16,2.57,80.65,2.76,45.16,3.00,0.00,0.00,16.13,3.20,25.81,2.12,45.16,3.00
160,乌海市,内蒙古自治区,2024-04,106.82,39.67,0,93.83,28.00,2.00,14.05,13.33,2.75,40.00,2.33,70.00,2.76,46.67,3.14,3.33,4.00,10.00,2.33,20.00,2.33,36.67,2.91
161,乌海市,内蒙古自治区,2024-05,106.82,39.67,6,78.55,35.00,6.00,21.39,45.16,3.43,61.29,3.32,29.03,3.11,32.26,3.60,9.68,4.33,32.26,3.20,6.45,2.50,19.35,3.33
162,乌海市,内蒙古自治区,2024-06,106.82,39.67,15,67.77,36.00,12.00,24.00,33.33,3.40,40.00,3.00,50.00,2.93,46.67,3.07,13.33,3.00,20.00,3.67,6.67,2.50,30.00,3.11
163,乌海市,内蒙古自治区,2024-07,106.82,39.67,29,62.90,39.00,17.00,26.65,29.03,3.11,35.48,2.91,58.06,2.22,58.06,2.39,9.68,2.67,19.35,3.33,9.68,2.00,41.94,2.23
164,乌海市,内蒙古自治区,2024-08,106.82,39.67,21,50.48,36.00,14.00,24.29,48.39,2.73,48.39,2.80,38.71,2.58,41.94,2.69,12.90,2.50,29.03,3.11,12.90,2.25,22.58,3.00
165,乌海市,内蒙古自治区,2024-09,106.82,39.67,5,48.00,30.00,0.00,17.12,46.67,2.71,63.33,2.68,30.00,3.11,36.67,3.00,6.67,1.50,40.00,2.92,3.33,1.00,26.67,3.38
166,乌海市,内蒙古自治区,2024-10,106.82,39.67,0,56.55,23.00,-2.00,11.58,29.03,3.22,67.74,2.33,54.84,2.41,25.81,3.00,3.23,4.00,25.81,3.12,32.26,1.80,16.13,3.20
167,乌海市,内蒙古自治区,2024-11,106.82,39.67,0,69.10,18.00,-11.00,3.50,26.67,2.62,50.00,2.07,66.67,3.00,43.33,3.62,0.00,0.00,26.67,2.62,16.67,1.40,43.33,3.62
168,乌鲁木齐市,新疆维吾尔族自治区,2023-12,87.68,43.77,0,36.00,3.00,-27.00,-9.00,45.16,1.64,38.71,1.75,35.48,1.73,61.29,1.53,12.90,1.00,32.26,1.90,3.23,1.00,32.26,1.80
169,乌鲁木齐市,新疆维吾尔族自治区,2024-01,87.68,43.77,0,106.00,1.00,-20.00,-10.18,64.52,1.75,41.94,1.92,32.26,1.40,38.71,1.33,9.68,1.00,38.71,2.00,3.23,1.00,29.03,1.44
170,乌鲁木齐市,新疆维吾尔族自治区,2024-02,87.68,43.77,0,120.62,3.00,-25.00,-11.21,41.38,1.67,17.24,2.40,37.93,2.00,72.41,1.62,13.79,1.00,17.24,2.40,0.00,0.00,37.93,2.00
171,乌鲁木齐市,新疆维吾尔族自治区,2024-03,87.68,43.77,0,67.32,21.00,-13.00,2.73,25.81,1.62,3.23,2.00,58.06,2.17,90.32,1.86,16.13,1.40,3.23,2.00,0.00,0.00,58.06,2.17
172,乌鲁木齐市,新疆维吾尔族自治区,2024-04,87.68,43.77,0,61.87,29.00,-2.00,12.62,13.33,2.25,3.33,3.00,53.33,2.38,96.67,2.28,10.00,2.00,3.33,3.00,0.00,0.00,53.33,2.38
173,乌鲁木齐市,新疆维吾尔族自治区,2024-05,87.68,43.77,0,55.77,37.00,3.00,18.31,12.90,3.75,12.90,3.75,48.39,3.00,87.10,2.74,0.00,0.00,12.90,3.75,0.00,0.00,48.39,3.00
174,乌鲁木齐市,新疆维吾尔族自治区,2024-06,87.68,43.77,8,39.17,36.00,6.00,23.02,0.00,0.00,0.00,0.00,63.33,2.63,100.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,63.33,2.63
175,乌鲁木齐市,新疆维吾尔族自治区,2024-07,87.68,43.77,24,39.84,37.00,15.00,24.89,9.68,2.67,6.45,3.00,29.03,3.00,93.55,2.45,3.23,2.00,6.45,3.00,0.00,0.00,29.03,3.00
176,乌鲁木齐市,新疆维吾尔族自治区,2024-08,87.68,43.77,26,41.90,37.00,14.00,24.68,12.90,2.25,9.68,2.33,48.39,2.40,90.32,2.25,3.23,2.00,9.68,2.33,0.00,0.00,48.39,2.40
177,乌鲁木齐市,新疆维吾尔族自治区,2024-09,87.68,43.77,1,40.20,29.00,2.00,15.07,23.33,2.43,10.00,3.67,40.00,2.75,90.00,2.22,13.33,1.50,10.00,3.67,0.00,0.00,40.00,2.75
178,乌鲁木齐市,新疆维吾尔族自治区,2024-10,87.68,43.77,0,46.84,23.00,0.00,10.15,38.71,2.08,22.58,2.86,51.61,2.06,77.42,1.88,19.35,1.17,19.35,3.00,3.23,2.00,48.39,2.07
179,乌鲁木齐市,新疆维吾尔族自治区,2024-11,87.68,43.77,0,78.33,16.00,-12.00,0.03,53.33,1.50,30.00,1.78,26.67,1.62,60.00,1.67,16.67,1.20,26.67,1.88,3.33,1.00,23.33,1.71
180,乐山市,四川省,2023-12,103.76,29.58,0,235.00,19.00,0.00,9.97,93.55,1.10,35.48,1.09,3.23,1.00,48.39,1.20,41.94,1.15,35.48,1.09,0.00,0.00,3.23,1.00
181,乐山市,四川省,2024-01,103.76,29.58,0,101.35,17.00,2.00,9.44,54.84,1.06,41.94,1.00,19.35,1.50,58.06,1.33,19.35,1.17,35.48,1.00,3.23,1.00,16.13,1.60
182,乐山市,四川省,2024-02,103.76,29.58,0,82.93,21.00,3.00,10.10,82.76,1.21,13.79,1.50,6.90,1.50,79.31,1.22,62.07,1.17,13.79,1.50,0.00,0.00,6.90,1.50
183,乐山市,四川省,2024-03,103.76,29.58,1,66.52,29.00,6.00,15.97,48.39,1.33,25.81,1.62,22.58,1.71,64.52,1.55,16.13,1.00,22.58,1.71,3.23,1.00,19.35,1.83
184,乐山市,四川省,2024-04,103.76,29.58,12,52.47,32.00,13.00,20.65,66.67,1.30,50.00,1.47,26.67,1.50,40.00,1.33,13.33,1.00,43.33,1.46,6.67,1.50,20.00,1.50
185,乐山市,四川省,2024-05,103.76,29.58,25,45.74,36.00,14.00,23.48,61.29,1.21,41.94,1.38,29.03,1.44,45.16,1.21,22.58,1.14,29.03,1.33,3.23,2.00,22.58,1.29
186,乐山市,四川省,2024-06,103.76,29.58,30,36.00,34.00,19.00,25.05,70.00,1.19,70.00,1.14,16.67,1.00,20.00,1.17,6.67,1.50,60.00,1.17,6.67,1.00,6.67,1.00
187,乐山市,四川省,2024-07,103.76,29.58,30,30.16,35.00,22.00,26.87,45.16,1.07,19.35,1.17,35.48,1.82,70.97,1.41,16.13,1.00,19.35,1.17,0.00,0.00,35.48,1.82
188,乐山市,四川省,2024-08,103.76,29.58,16,50.94,39.00,22.00,30.02,64.52,1.00,41.94,1.00,29.03,1.44,45.16,1.21,16.13,1.00,38.71,1.00,0.00,0.00,25.81,1.38
189,乐山市,四川省,2024-09,103.76,29.58,28,45.97,36.00,16.00,27.17,50.00,1.07,30.00,1.11,26.67,1.50,66.67,1.25,20.00,1.00,30.00,1.11,0.00,0.00,26.67,1.50
190,乐山市,四川省,2024-10,103.76,29.58,6,38.29,27.00,13.00,18.69,51.61,1.06,38.71,1.08,32.26,1.30,45.16,1.21,3.23,1.00,35.48,1.09,0.00,0.00,32.26,1.30
191,乐山市,四川省,2024-11,103.76,29.58,0,44.30,24.00,6.00,14.93,60.00,1.11,43.33,1.08,13.33,1.00,46.67,1.14,16.67,1.20,36.67,1.09,0.00,0.00,13.33,1.00
192,九江市,江西省,2023-12,115.97,29.71,0,143.00,23.00,-2.00,7.26,61.29,2.26,22.58,1.57,25.81,2.38,74.19,2.48,41.94,2.62,19.35,1.50,0.00,0.00,22.58,2.43
193,九江市,江西省,2024-01,115.97,29.71,0,84.87,21.00,-3.00,6.48,58.06,2.67,19.35,1.50,32.26,2.10,77.42,2.58,45.16,3.00,12.90,1.50,0.00,0.00,29.03,2.00
194,九江市,江西省,2024-02,115.97,29.71,0,63.03,27.00,-1.00,6.14,65.52,3.21,24.14,2.29,24.14,2.29,65.52,3.21,48.28,3.57,13.79,2.25,6.90,1.50,10.34,2.33
195,九江市,江西省,2024-03,115.97,29.71,3,59.77,31.00,2.00,14.42,54.84,2.18,38.71,1.83,25.81,2.62,51.61,2.75,29.03,2.67,16.13,1.80,3.23,1.00,22.58,2.86
196,九江市,江西省,2024-04,115.97,29.71,16,43.37,29.00,12.00,19.77,73.33,2.45,20.00,2.00,16.67,2.40,60.00,2.78,46.67,2.86,10.00,2.00,3.33,2.00,10.00,2.67
197,九江市,江西省,2024-05,115.97,29.71,17,45.26,34.00,14.00,22.39,74.19,2.35,41.94,1.92,12.90,2.00,48.39,2.60,41.94,2.69,25.81,1.88,3.23,2.00,6.45,2.00
198,九江市,江西省,2024-06,115.97,29.71,28,28.40,34.00,18.00,25.00,63.33,1.68,63.33,1.58,23.33,1.14,26.67,1.75,20.00,1.83,33.33,1.70,16.67,1.00,6.67,1.50
199,九江市,江西省,2024-07,115.97,29.71,5,26.97,38.00,24.00,30.31,25.81,2.50,83.87,2.46,19.35,1.67,12.90,2.75,12.90,2.75,12.90,2.25,16.13,1.80,0.00,0.00
200,九江市,江西省,2024-08,115.97,29.71,10,36.23,38.00,25.00,30.31,80.65,1.64,41.94,1.69,16.13,2.60,48.39,2.07,35.48,1.91,35.48,1.45,3.23,3.00,12.90,2.50
201,九江市,江西省,2024-09,115.97,29.71,18,40.33,39.00,18.00,28.20,76.67,2.91,0.00,0.00,16.67,2.40,93.33,2.82,73.33,3.00,0.00,0.00,0.00,0.00,13.33,2.25
202,九江市,江西省,2024-10,115.97,29.71,8,49.42,29.00,10.00,19.00,87.10,3.11,3.23,2.00,12.90,2.50,96.77,3.07,83.87,3.15,3.23,2.00,0.00,0.00,12.90,2.50
203,九江市,江西省,2024-11,115.97,29.71,2,52.40,26.00,3.00,14.38,80.00,2.92,6.67,1.50,20.00,2.83,86.67,3.00,73.33,3.05,6.67,1.50,0.00,0.00,13.33,2.75
204,云浮市,广东省,2023-12,112.02,22.93,5,38.00,29.00,4.00,15.85,70.97,1.55,22.58,1.43,12.90,1.50,70.97,1.59,45.16,1.57,19.35,1.50,0.00,0.00,12.90,1.50
205,云浮市,广东省,2024-01,112.02,22.93,0,45.42,26.00,2.00,15.00,83.87,1.54,38.71,1.58,0.00,0.00,58.06,1.39,41.94,1.46,38.71,1.58,0.00,0.00,0.00,0.00
206,云浮市,广东省,2024-02,112.02,22.93,6,26.90,29.00,7.00,15.69,48.28,1.57,41.38,2.00,13.79,1.50,55.17,1.50,24.14,1.43,24.14,1.71,3.45,1.00,10.34,1.67
207,云浮市,广东省,2024-03,112.02,22.93,12,40.03,32.00,5.00,19.10,67.74,1.90,48.39,2.07,12.90,1.50,38.71,1.75,29.03,1.89,29.03,2.00,6.45,2.00,3.23,1.00
208,云浮市,广东省,2024-04,112.02,22.93,30,29.47,35.00,18.00,25.28,30.00,1.11,73.33,2.27,23.33,2.00,16.67,1.00,10.00,1.00,10.00,1.00,16.67,2.40,6.67,1.00
209,云浮市,广东省,2024-05,112.02,22.93,31,32.06,32.00,18.00,25.21,80.65,1.56,35.48,1.64,12.90,1.00,45.16,1.50,41.94,1.54,25.81,1.62,3.23,1.00,3.23,1.00
210,云浮市,广东省,2024-06,112.02,22.93,14,20.50,36.00,22.00,28.35,43.33,1.85,73.33,2.00,20.00,1.50,10.00,1.00,6.67,1.00,23.33,2.00,13.33,1.75,3.33,1.00
211,云浮市,广东省,2024-07,112.02,22.93,6,20.13,38.00,25.00,29.74,74.19,2.04,87.10,2.11,12.90,1.75,3.23,1.00,3.23,1.00,70.97,2.09,3.23,2.00,0.00,0.00
212,云浮市,广东省,2024-08,112.02,22.93,16,25.90,37.00,24.00,29.73,32.26,1.20,74.19,1.35,58.06,1.44,16.13,1.40,6.45,1.00,22.58,1.14,41.94,1.38,9.68,1.67
213,云浮市,广东省,2024-09,112.02,22.93,28,28.50,36.00,22.00,28.07,76.67,1.57,20.00,1.33,23.33,1.14,50.00,1.67,43.33,1.77,13.33,1.50,6.67,1.00,6.67,1.00
214,云浮市,广东省,2024-10,112.02,22.93,25,38.81,33.00,15.00,24.47,67.74,1.52,22.58,1.71,12.90,1.75,70.97,1.64,38.71,1.42,22.58,1.71,0.00,0.00,12.90,1.75
215,云浮市,广东省,2024-11,112.02,22.93,13,38.47,31.00,10.00,21.07,86.67,1.42,3.33,1.00,6.67,2.00,93.33,1.43,80.00,1.42,3.33,1.00,0.00,0.00,6.67,2.00
216,亳州市,安徽省,2023-12,115.77,33.86,0,177.00,22.00,-9.00,3.02,29.03,2.22,41.94,2.38,45.16,2.79,41.94,2.85,12.90,2.50,9.68,2.00,22.58,2.86,12.90,3.25
217,亳州市,安徽省,2024-01,115.77,33.86,0,106.29,17.00,-8.00,2.68,35.48,2.55,29.03,2.44,48.39,2.13,54.84,2.59,19.35,2.67,9.68,2.67,16.13,2.40,22.58,2.00
218,亳州市,安徽省,2024-02,115.77,33.86,0,88.90,22.00,-7.00,3.40,48.28,3.00,34.48,2.50,27.59,2.38,62.07,2.89,44.83,3.08,3.45,2.00,17.24,2.40,6.90,2.50
219,亳州市,安徽省,2024-03,115.77,33.86,0,77.19,26.00,0.00,11.55,54.84,2.76,51.61,2.62,32.26,2.60,32.26,3.00,22.58,3.00,25.81,2.50,19.35,2.50,3.23,3.00
220,亳州市,安徽省,2024-04,115.77,33.86,1,63.80,29.00,6.00,18.03,76.67,2.39,53.33,2.50,13.33,3.00,36.67,2.64,26.67,2.38,40.00,2.50,6.67,2.50,6.67,3.50
221,亳州市,安徽省,2024-05,115.77,33.86,17,67.13,35.00,12.00,23.76,70.97,2.82,61.29,2.89,29.03,2.89,29.03,2.67,22.58,2.71,38.71,2.83,22.58,3.00,6.45,2.50
222,亳州市,安徽省,2024-06,115.77,33.86,26,61.67,39.00,18.00,28.77,60.00,2.72,70.00,2.86,23.33,2.57,20.00,2.33,10.00,2.67,43.33,2.85,10.00,3.00,10.00,2.00
223,亳州市,安徽省,2024-07,115.77,33.86,15,28.65,39.00,20.00,28.87,35.48,2.73,70.97,3.05,54.84,3.12,16.13,2.80,12.90,2.75,12.90,2.75,48.39,3.20,3.23,3.00
224,亳州市,安徽省,2024-08,115.77,33.86,13,38.35,37.00,22.00,29.68,54.84,2.06,48.39,2.53,32.26,2.70,32.26,2.40,22.58,2.14,19.35,2.00,22.58,3.00,3.23,2.00
225,亳州市,安徽省,2024-09,115.77,33.86,20,40.90,36.00,13.00,24.78,70.00,2.86,33.33,2.70,10.00,2.67,60.00,3.11,33.33,3.00,30.00,2.78,3.33,2.00,6.67,3.00
226,亳州市,安徽省,2024-10,115.77,33.86,1,75.32,28.00,7.00,17.34,77.42,2.38,35.48,2.45,12.90,2.75,45.16,2.71,32.26,2.40,25.81,2.50,6.45,2.00,6.45,3.50
227,亳州市,安徽省,2024-11,115.77,33.86,0,73.60,24.00,1.00,12.35,66.67,2.45,46.67,2.29,30.00,2.78,40.00,2.92,23.33,2.57,33.33,2.40,13.33,2.00,13.33,3.50
228,伊春市,黑龙江,2023-12,128.92,47.73,0,29.00,-1.00,-34.00,-19.42,12.90,1.50,41.94,1.77,87.10,1.81,25.81,1.50,3.23,1.00,9.68,1.67,32.26,1.80,22.58,1.57
229,伊春市,黑龙江,2024-01,128.92,47.73,0,41.23,-6.00,-35.00,-19.74,19.35,1.33,19.35,1.50,77.42,1.54,54.84,1.41,12.90,1.25,3.23,1.00,16.13,1.60,38.71,1.50
230,伊春市,黑龙江,2024-02,128.92,47.73,0,50.28,5.00,-31.00,-13.03,6.90,2.00,27.59,2.12,86.21,1.96,31.03,1.56,0.00,0.00,6.90,2.00,17.24,2.20,27.59,1.62
231,伊春市,黑龙江,2024-03,128.92,47.73,0,36.55,13.00,-22.00,-5.40,19.35,1.50,19.35,2.33,77.42,2.33,54.84,2.12,9.68,1.33,6.45,2.00,12.90,2.50,41.94,2.31
232,伊春市,黑龙江,2024-04,128.92,47.73,0,44.80,26.00,-8.00,7.48,13.33,2.50,50.00,2.93,80.00,2.71,33.33,2.40,0.00,0.00,10.00,3.00,33.33,2.90,33.33,2.40
233,伊春市,黑龙江,2024-05,128.92,47.73,0,34.55,24.00,-1.00,11.45,41.94,2.08,35.48,2.64,54.84,2.82,54.84,2.53,19.35,1.67,16.13,2.80,19.35,2.50,32.26,3.10
234,伊春市,黑龙江,2024-06,128.92,47.73,1,25.97,29.00,7.00,16.77,50.00,2.27,46.67,2.29,43.33,2.00,13.33,1.75,10.00,2.00,20.00,2.50,20.00,2.33,3.33,1.00
235,伊春市,黑龙江,2024-07,128.92,47.73,16,38.84,33.00,11.00,22.66,35.48,2.00,64.52,2.05,51.61,2.00,29.03,2.00,3.23,2.00,32.26,2.00,32.26,2.10,12.90,1.75
236,伊春市,黑龙江,2024-08,128.92,47.73,10,18.00,30.00,11.00,21.05,45.16,1.71,48.39,1.67,54.84,1.76,35.48,1.73,9.68,2.00,29.03,1.56,19.35,1.83,25.81,1.62
237,伊春市,黑龙江,2024-09,128.92,47.73,0,26.73,27.00,-3.00,13.53,13.33,1.75,46.67,2.50,80.00,2.38,30.00,2.11,3.33,2.00,6.67,2.00,33.33,2.80,26.67,2.12
238,伊春市,黑龙江,2024-10,128.92,47.73,0,38.84,21.00,-7.00,5.19,12.90,1.50,54.84,2.47,77.42,2.58,25.81,2.25,3.23,1.00,6.45,2.00,41.94,2.69,19.35,2.67
239,伊春市,黑龙江,2024-11,128.92,47.73,0,35.73,8.00,-22.00,-6.00,23.33,1.71,40.00,1.83,73.33,2.18,33.33,2.40,0.00,0.00,20.00,1.83,20.00,1.83,30.00,2.44
240,佛山市,广东省,2023-12,113.11,23.05,6,83.00,30.00,4.00,15.95,48.39,2.07,19.35,2.00,3.23,2.00,80.65,2.76,29.03,2.11,19.35,2.00,0.00,0.00,3.23,2.00
241,佛山市,广东省,2024-01,113.11,23.05,1,57.00,27.00,3.00,15.56,61.29,1.89,32.26,2.10,0.00,0.00,58.06,2.56,22.58,1.86,29.03,2.11,0.00,0.00,0.00,0.00
242,佛山市,广东省,2024-02,113.11,23.05,8,34.41,28.00,6.00,16.03,41.38,2.50,44.83,2.62,3.45,1.00,55.17,2.69,6.90,2.00,34.48,2.60,3.45,1.00,0.00,0.00
243,佛山市,广东省,2024-03,113.11,23.05,14,48.32,31.00,8.00,19.87,61.29,2.21,54.84,2.59,9.68,2.33,41.94,2.54,25.81,2.00,32.26,2.50,6.45,2.50,3.23,2.00
244,佛山市,广东省,2024-04,113.11,23.05,30,35.03,34.00,19.00,25.22,13.33,1.75,80.00,3.00,50.00,2.47,20.00,1.33,3.33,2.00,10.00,1.67,36.67,2.91,13.33,1.25
245,佛山市,广东省,2024-05,113.11,23.05,31,41.39,32.00,20.00,25.66,67.74,2.29,51.61,2.25,16.13,1.40,38.71,2.08,25.81,2.12,38.71,2.33,6.45,2.00,3.23,1.00
246,佛山市,广东省,2024-06,113.11,23.05,10,24.57,36.00,24.00,28.92,40.00,2.50,83.33,2.80,40.00,2.83,13.33,2.00,6.67,2.00,30.00,2.56,36.67,2.91,3.33,2.00
247,佛山市,广东省,2024-07,113.11,23.05,2,22.48,38.00,25.00,30.79,64.52,2.65,87.10,2.74,16.13,3.20,3.23,1.00,3.23,1.00,61.29,2.74,6.45,4.00,0.00,0.00
248,佛山市,广东省,2024-08,113.11,23.05,3,33.03,38.00,25.00,30.74,19.35,1.83,74.19,2.04,74.19,1.83,6.45,1.50,3.23,1.00,16.13,2.00,51.61,1.94,3.23,2.00
249,佛山市,广东省,2024-09,113.11,23.05,9,38.70,37.00,22.00,29.40,63.33,2.21,20.00,2.00,23.33,1.57,66.67,2.20,40.00,2.50,16.67,2.00,0.00,0.00,16.67,1.60
250,佛山市,广东省,2024-10,113.11,23.05,31,43.81,33.00,19.00,26.00,48.39,2.27,12.90,1.75,3.23,4.00,80.65,3.20,29.03,2.78,12.90,1.75,0.00,0.00,3.23,4.00
251,佛山市,广东省,2024-11,113.11,23.05,18,37.83,31.00,12.00,21.78,73.33,2.59,0.00,0.00,0.00,0.00,100.00,2.80,73.33,2.59,0.00,0.00,0.00,0.00,0.00,0.00
252,佳木斯市,黑龙江,2023-12,130.35,46.83,0,38.00,1.00,-31.00,-17.18,6.45,1.00,83.87,2.31,90.32,2.29,12.90,1.25,6.45,1.00,0.00,0.00,80.65,2.32,6.45,1.50
253,佳木斯市,黑龙江,2024-01,130.35,46.83,0,80.81,-3.00,-29.00,-17.50,12.90,2.25,70.97,2.05,80.65,2.20,22.58,2.43,12.90,2.25,0.00,0.00,67.74,2.10,6.45,3.00
254,佳木斯市,黑龙江,2024-02,130.35,46.83,0,71.93,7.00,-26.00,-11.19,13.79,1.50,72.41,2.38,82.76,2.58,17.24,2.00,10.34,1.33,3.45,2.00,65.52,2.42,6.90,3.00
